gene,in_raghunath_168,in_darcy_s1_243,in_kegg_hsa04916,in_reactome_curated_union,in_reactome_r_hsa_5662702_precision,n_sets,darcy_phenotype_class,citation,citation_source,in_bajpai2023_crispr_169,bajpai_castle_effect,bajpai_q_value,bajpai_direction,bajpai_orphan_hit,n_sets_incl_bajpai
ABCB6,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ABCC9,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ACD,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ACTB,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ACTL6A,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ADAM10,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ADAR,False,True,False,False,False,1,Hyperpigmentation|Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ADCY1,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADCY2,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADCY3,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADCY4,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
ADCY5,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADCY6,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADCY7,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADCY8,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADCY9,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ADO,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ADPRH,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
AGO1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AGO2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AGO3,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AGO4,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AHR,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
AIMP1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AIMP2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AKT1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
AKT2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AKT3,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ALG11,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ALX3,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
AP3B1,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,0.9,0.031182161,reduces_pigmentation,False,2
AP3D1,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,2.4,0.00019277,reduces_pigmentation,False,2
APAF1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
APC2,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ARID1A,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ARID1B,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ARID5B,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ASAH1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ASIP,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ATF2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
ATM,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ATP6V0B,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V0C,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V0D1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V0E1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V1A,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V1B2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V1C1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V1E1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V1G1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP6V1H,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ATP7A,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ATP7B,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ATXN2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BACH2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BAD,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
BAK1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
BAX,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
BBC3,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
BCL2,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
BCL2A1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
BCL2L1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
BCL2L11,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BCL2L12,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BCL7A,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
BCL7B,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
BCL7C,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
BID,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
BIRC7,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
BIVM,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BLM,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BLOC1S3,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.8,0.00019277,reduces_pigmentation,False,2
BLOC1S5,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.3,0.019583917,reduces_pigmentation,False,2
BLOC1S6,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.0,0.010445575,reduces_pigmentation,False,2
BNC2,False,True,False,False,False,1,Hyperpigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.4,0.003791254,reduces_pigmentation,False,2
BRAF,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BRCA1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
BRCA2,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BRIP1,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
BTNL2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
C11ORF65,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
C1ORF141,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
C1QTNF6,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CALM1,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
CALM2,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CALM3,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CALML3,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CALML4,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CALML5,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CALML6,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CAMK2A,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CAMK2B,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CAMK2D,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CAMK2G,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CASP3,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CASP7,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CASP8,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CASP9,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CBFA2T3,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CBS,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CCNB1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
CCND1,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
CCR6,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CD80,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CDC25B,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
CDC42,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CDH1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
CDH2,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
CDH23,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CDH3,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CDK2,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
CDK4,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CDKN1A,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
CDKN2A,False,True,False,True,False,2,Hyperpigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-9730414|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.7,0.00019277,reduces_pigmentation,False,3
CEACAM1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
CEP57,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CFLAR,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CHRNA9,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CHUK,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CLNK,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CPVL,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CREB1,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
CREB3,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CREB3L1,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CREB3L2,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CREB3L3,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CREB3L4,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
CREBBP,False,False,True,True,False,2,,"KEGG:hsa04916|Reactome:R-HSA-9730414|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.0,0.000666558,reduces_pigmentation,False,3
CSF1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
CSF2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CSF2RA,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CTC1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CTLA4,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CTNNB1,True,False,True,True,False,3,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,3
CTNS,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
CXCL8,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CYCS,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
CYP11A1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DARS1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
DCT,True,False,True,True,True,3,,"gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-5662702+R-HSA-9730414|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.7,0.00019277,reduces_pigmentation,False,4
DDB2,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DDX3X,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DDX6,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DEF8,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DFFA,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
DFFB,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
DIAPH1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
DICER1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
DKC1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DNAJC12,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DPF1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
DPF2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
DPF3,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
DSTYK,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
DTNBP1,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.7,0.002364299,reduces_pigmentation,False,2
DUSP1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
DVL1,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
DVL2,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
DVL3,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
ECSIT,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
EDIL3,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
EDN1,True,False,True,True,False,3,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,3
EDN3,False,True,False,True,False,2,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
EDNRB,True,True,True,True,False,4,Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,4
EEF1E1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
EGFR,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
EGR2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
EIF2S2,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
EIF6,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ELK1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
ENPP1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
EP300,True,False,True,True,False,3,,"gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-9730414|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.2,0.000880643,reduces_pigmentation,False,4
EPG5,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
EPRS1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ERCC1,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ERCC2,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ERCC3,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ERCC4,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ERCC5,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ERCC6,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
ESCO2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
EZR,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
F10,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
F2RL1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
F7,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
